name,class,image_path,caption_en,split,caption_id
wahyu_tumurun107.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun107.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a golden-yellow background and dark green motifs. The main motifs include stylized lotus flowers and leaves, intricately detailed with small dots and lines that fill the spaces between them. These elements are arranged in a symmetrical pattern, creating a balanced and harmonious design across the fabric.",train,"Kain batik ini menampilkan motif wahyu_tumurun dengan ciri khas latar belakang kuning keemasan dan motif hijau tua. Motif utamanya meliputi bunga dan daun teratai bergaya, dengan detail rumit dengan titik-titik kecil dan garis-garis yang mengisi ruang di antara keduanya. Elemen-elemen ini disusun dalam pola simetris, menciptakan desain yang seimbang dan harmonis di seluruh kain."
liong150.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong150.jpeg,"The batik fabric features the liong motif, characterized by a deep red background and vibrant blue, yellow, pink, and white motifs. The main motifs include stylized birds with flowing tails and intricate floral patterns surrounding them. The 'isen-isen' consists of small dots and lines that fill the spaces between the larger motifs, adding texture and depth to the design. The layout follows a repeating grid pattern, creating a harmonious balance across the fabric.",train,"Kain batiknya menampilkan motif liong yang bercirikan latar belakang merah tua dan motif biru cerah, kuning, merah jambu, dan putih. Motif utamanya meliputi burung bergaya dengan ekor tergerai dan pola bunga rumit di sekelilingnya. 'Isen-isen' terdiri dari titik dan garis kecil yang mengisi ruang di antara motif yang lebih besar, menambah tekstur dan kedalaman pada desain. Tata letaknya mengikuti pola kisi-kisi yang berulang, menciptakan keseimbangan harmonis di seluruh kain."
sidoluhur60.jpg,sidoluhur,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur60.jpg,"The batik fabric features the sidoluhur motif, characterized by a dark blue background and gold motifs. The main motifs include stylized flowers, leaves, and abstract curves, interspersed with small dots and lines that fill the spaces between them. These elements create a harmonious grid-like pattern that repeats symmetrically across the fabric.",train,"Kain batiknya bermotif sidoluhur dengan ciri khas latar belakang biru tua dan motif emas. Motif utamanya meliputi bunga, daun, dan lengkung abstrak, diselingi titik dan garis kecil yang mengisi ruang di antaranya. Elemen-elemen ini menciptakan pola seperti kisi-kisi harmonis yang berulang secara simetris di seluruh kain."
liong66.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong66.jpeg,"The batik fabric features the liong motif, characterized by a deep maroon background and vibrant motifs in shades of blue, pink, yellow, and white. The main motifs include stylized dragon-like figures with flowing tails and intricate scales, interspersed with large, detailed flowers that have multiple layers of petals. These elements are filled with small dots and lines ('isen-isen') in various colors, adding texture and depth to the design. The layout follows a repeating grid pattern, creating a harmonious and balanced composition across the fabric.",train,"Kain batiknya menampilkan motif liong dengan ciri latar belakang merah marun tua dan motif cerah dalam nuansa biru, merah jambu, kuning, dan putih. Motif utamanya meliputi figur mirip naga dengan ekor mengalir dan sisik yang rumit, diselingi dengan bunga besar dan detail yang memiliki banyak lapisan kelopak. Elemen-elemen ini diisi dengan titik-titik dan garis-garis kecil ('isen-isen') dalam berbagai warna, menambah tekstur dan kedalaman pada desain. Tata letaknya mengikuti pola kisi-kisi yang berulang, menciptakan komposisi yang harmonis dan seimbang di seluruh kain."
singa_barong4.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong4.jpg,"The batik fabric features the singa_barong motif, characterized by a black background and brown motifs. The main motifs include stylized lotus flowers and geometric patterns, with intricate details such as leaves and abstract curves. The 'isen-isen' consists of small white dots and lines that fill the spaces between the larger motifs. The layout follows a repeating grid pattern, creating a balanced and harmonious design across the fabric.",train,"Kain batik ini menampilkan motif singa_barong dengan ciri khas latar belakang hitam dan motif coklat. Motif utamanya meliputi bunga teratai bergaya dan pola geometris, dengan detail rumit seperti daun dan lekukan abstrak. 'Isen-isen' terdiri dari titik-titik putih kecil dan garis-garis yang mengisi ruang di antara motif-motif yang lebih besar. Tata letaknya mengikuti pola kisi-kisi yang berulang, menciptakan desain yang seimbang dan harmonis di seluruh kain."
wirasat108.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat108.jpg,"The batik fabric features the wirasat motif, characterized by a golden-brown background and dark brown motifs. The main motifs include stylized flowers and leaves, with intricate details such as small dots and lines filling the spaces between them. These elements create a sense of depth and texture within each motif. The layout follows a repeating grid pattern, arranged in a symmetrical manner across the fabric, ensuring that the design is balanced and harmonious when viewed from different angles.",train,"Kain batik ini menonjolkan motif wirasat yang bercirikan latar belakang coklat keemasan dan motif coklat tua. Motif utamanya meliputi bunga dan daun bergaya, dengan detail rumit seperti titik dan garis kecil yang mengisi ruang di antara keduanya. Elemen-elemen ini menciptakan kesan kedalaman dan tekstur pada setiap motif. Tata letaknya mengikuti pola kisi-kisi yang berulang, disusun secara simetris di seluruh kain, memastikan desainnya seimbang dan harmonis jika dilihat dari sudut yang berbeda."
tribusono137.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono137.jpg,"The batik fabric features the tribusono motif, characterized by a dark brown background and gold motifs. The main motifs include stylized flowers in various forms such as chrysanthemums and lotuses, along with intricate leaves and petal patterns. These larger elements are interspersed within smaller, more detailed floral designs that fill the spaces between them. The 'isen-isen' consists of fine, delicate lines and small dots that add texture and depth to the overall pattern. The layout follows a repeating grid-like structure, creating a harmonious balance across the fabric's surface.",train,"Kain batiknya bermotif tribusono dengan ciri khas latar belakang coklat tua dan motif emas. Motif utamanya meliputi bunga bergaya dalam berbagai bentuk seperti krisan dan teratai, serta pola daun dan kelopak yang rumit. Elemen-elemen yang lebih besar ini diselingi dengan desain bunga yang lebih kecil dan lebih detail yang mengisi ruang di antara elemen-elemen tersebut. 'Isen-isen' terdiri dari garis-garis halus dan halus serta titik-titik kecil yang menambah tekstur dan kedalaman pada keseluruhan pola. Tata letaknya mengikuti struktur seperti kisi-kisi yang berulang, menciptakan keseimbangan harmonis di seluruh permukaan kain."
jlamprang101.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang101.jpg,"The batik fabric features the jlamprang motif, characterized by a black background and gold motifs. The main motifs consist of circular designs containing intricate cross-like patterns in the center, surrounded by smaller geometric shapes such as triangles and squares. These central motifs are interspersed with small dots and lines that fill the spaces between them, creating a dense and detailed pattern. The layout follows a repeating grid arrangement, ensuring symmetry across the entire fabric.",train,"Kain batiknya bermotif jlamprang dengan ciri khas latar belakang hitam dan motif emas. Motif utama terdiri dari desain melingkar dengan pola rumit seperti salib di tengahnya, dikelilingi oleh bentuk geometris yang lebih kecil seperti segitiga dan persegi. Motif sentral ini diselingi titik dan garis kecil yang mengisi ruang di antaranya sehingga menciptakan pola yang padat dan detail. Tata letaknya mengikuti susunan kisi yang berulang, memastikan simetri di seluruh kain."
bokor_kencono48.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono48.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold motifs. The main motifs include intricate floral designs resembling lotus flowers and leaves, arranged in a symmetrical pattern around a central diamond-shaped element. These floral elements are detailed with small dots and lines, creating a sense of depth and texture within each petal and leaf. The gold 'isen-isen' fillings add contrast against the dark blue backdrop, enhancing the overall complexity and beauty of the design.",train,"Kain batik ini menampilkan motif bokor_kencono dengan ciri khas latar belakang biru tua dan motif emas. Motif utamanya meliputi desain bunga rumit yang menyerupai bunga dan daun teratai, disusun dalam pola simetris di sekitar elemen pusat berbentuk berlian. Elemen bunga ini dirinci dengan titik dan garis kecil, menciptakan kesan kedalaman dan tekstur di setiap kelopak dan daun. Tambalan emas 'isen-isen' menambah kontras dengan latar belakang biru tua, meningkatkan kompleksitas dan keindahan desain secara keseluruhan."
mega_mendung60.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung60.jpg,"The batik fabric features the mega_mendung motif, characterized by a beige background and brown motifs. The main motifs consist of abstract curved shapes resembling leaves or petals, with varying sizes and orientations. These shapes are filled with smaller, intricate details that enhance their complexity. The layout follows a repeating grid pattern, creating a harmonious and balanced design across the entire fabric.",train,"Kain batik ini menampilkan motif mega_mendung dengan ciri khas latar belakang krem ​​​​dan motif coklat. Motif utamanya berupa bentuk lengkung abstrak menyerupai daun atau kelopak bunga, dengan ukuran dan orientasi yang bervariasi. Bentuk-bentuk ini diisi dengan detail yang lebih kecil dan rumit yang meningkatkan kompleksitasnya. Tata letaknya mengikuti pola kisi-kisi yang berulang, menciptakan desain yang harmonis dan seimbang di seluruh kain."
