image_path,reference,prediction,motif_mentioned,used_prompt_mode,ground_truth_class,predicted_class,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Lana (Pakis Tutul).jpg,"The Daun Monstera is a beautiful representation of Malang batik, featuring a non-geometric pattern. Visually, the design is dominated by a combination of dark green colors, which intricately form the motifs of fern plants. This piece is crafted on Primisima cloth using natural dyes through hand-drawn (tulis) techniques. Philosophically, this artwork is i was inspired when i visited pujon (one of the sub-districts in malang regency) where there are lots of ferns. the dyes used are natural dyes that come from mango leaves and klutuk guava leaves.","the batik features a repeating pattern of starfish-like motifs against a dark green background. these motifs have a central circular shape with radiating points resembling starfish arms, filled with small white dots that create a textured appearance. the starfish motifs are interspersed with smaller, less defined shapes that could be interpreted as additional elements within the design but do not form distinct patterns themselves. the overall layout appears random yet balanced, with no strict grid or symmetry observed in the placement of the motifs across the fabric surface.",False,no_class,Malang,malang,0.8240655064582825
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun65.jpg,"The background of the batik fabric appears to be predominantly dark brown with lighter brown accents forming intricate patterns. The motifs include a central design resembling a stylized bird or dragon with outstretched wings, featuring a mix of dark and light brown hues. Surrounding this central figure are smaller, more abstract shapes that resemble leaves or petals in white and light brown tones. These shapes are interspersed throughout the fabric, creating a sense of movement and depth. The spaces between these larger motifs are filled with small, regular dots and lines in white, which add texture and contrast against the darker background. The overall pattern arrangement seems to follow a diagonal grid, with the motifs appearing to flow from one side of the fabric to the other, giving it a dynamic appearance.","the batik features a complex pattern with intricate designs. the background appears in shades of brown and beige, creating a rich texture that complements the darker elements of the motif. the primary motif includes stylized leaves and possibly flowers, depicted in dark brown against the lighter backdrop. these larger forms are interspersed with smaller, more detailed patterns resembling small dots or lines, which fill the spaces between them. the overall layout follows a somewhat random yet harmonious arrangement, with no strict grid or symmetry observed. this combination of large and small elements creates a dynamic and visually engaging composition typical of traditional batik artistry.",False,no_class,wahyu_tumurun,wahyu_tumurun,0.9069711565971375
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono114.jpg,"The background color of the batik fabric appears to be a light beige or cream. The motifs are predominantly in shades of red, orange, yellow, and blue. The main motifs include stylized leaves and possibly small flowers with elongated petals, arranged in a flowing, organic pattern that resembles a continuous vine or branch. These motifs are interspersed with smaller, more intricate patterns such as 'isen-isen', which appear as small dots and lines in various colors, including dark blue, black, and white, filling the spaces between the larger motifs. The overall layout seems to follow a somewhat random yet harmonious arrangement, with no strict grid or symmetry observed.","the batik features intricate paisley-like motifs with swirling patterns in shades of orange, red, blue, green, and brown against a light beige background. the paisleys have detailed leaves and flowers, some resembling lotus blossoms, while others appear more abstractly curved. small dots and lines fill the spaces between the larger motifs, creating a dense yet balanced pattern. the design appears to be arranged in a somewhat random but harmonious manner across the fabric, with no strict grid or symmetry observed.",False,no_class,tribusono,tribusono,0.9438661932945251
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong48.jpeg,"The background color of the batik fabric is a deep maroon. The motifs include vibrant orange, yellow, white, and black elements. The main motif appears to be a stylized dragon with flowing scales and intricate details in its body, surrounded by swirling clouds. There are also floral patterns with petals outlined in white, filled with shades of pink, purple, and blue. The 'isen-isen' consists of small dots and lines that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern arrangement seems to follow a diagonal flow, creating a dynamic and visually engaging composition across the fabric.","the batik features a dragon motif in shades of blue, purple, gold, and white against a deep red background. the dragon's scales have intricate patterns with small dots and lines filling the spaces between them. surrounding the dragon are various flowers in pink, yellow, and white hues, also adorned with detailed 'isen-isen'. the overall pattern appears to be arranged in a somewhat random yet harmonious manner across the fabric surface.",False,no_class,liong,liong,0.9741771221160889
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang124.jpg,"The background color of the fabric appears to be a deep orange-red. The motifs are primarily in two shades: a vibrant green and a lighter teal. The main motifs consist of circular patterns with intricate geometric designs inside them, including diamond shapes and smaller circles. These circles are filled with small dots and lines that create a sense of depth and texture within each motif. The layout of the pattern follows a repeating grid-like structure, where the motifs are arranged symmetrically across the fabric, creating a balanced and harmonious design.","the batik features circular motifs with intricate designs at their centers, resembling stylized flowers or leaves in green hues against a red-orange background. these central patterns are surrounded by smaller, interconnected diamond-shaped elements that form a grid-like structure within each circle. the spaces between these larger circles contain small, evenly distributed dots and lines in various shades of brown and beige, creating a sense of depth and texture. the overall pattern appears to be arranged in a repeating grid format, with each motif aligned symmetrically around a central point, suggesting a balanced and harmonious design typical of traditional batik artistry.",False,no_class,jlamprang,jlamprang,0.8893704414367676
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono64.jpg,"The background color of the batik fabric is black. The motifs feature a combination of white and brown hues. The main motifs include teardrop-shaped elements with intricate detailing that resemble stylized leaves or floral patterns. These teardrops are interconnected by smaller, more linear designs resembling small dots or lines, which fill the spaces between them. The overall pattern appears to be arranged in a repeating grid-like structure, creating a symmetrical and balanced appearance across the fabric.","the batik features intricate diamond-shaped motifs with pointed tops, filled in white against a dark brown background. these diamonds contain smaller, ornate designs resembling stylized leaves or flowers, outlined in gold. the central area of each diamond is decorated with small, detailed patterns that resemble lacework, also in gold. the overall pattern appears to be arranged in a grid-like fashion, creating a repetitive yet visually complex design across the entire surface.",False,no_class,bokor_kencono,bokor_kencono,0.9863547682762146
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang102.png,"The background color of the fabric appears to be a deep brown. The motifs are primarily in two distinct colors: a vibrant pink and a lighter beige. The main motifs consist of circular designs with intricate patterns inside them, resembling stylized flowers or starbursts. These circles are filled with smaller dots and lines that create a detailed texture within each motif. The layout of the pattern follows a repeating grid-like structure, where the circles are arranged in rows and columns, creating a symmetrical and orderly appearance across the entire surface.","the batik features circular motifs with intricate designs in dark brown and gold hues against a light pink background. each circle contains detailed patterns resembling stylized flowers or leaves, filled with small dots and lines that create a textured appearance within each motif. these circles are arranged in a repeating grid pattern across the fabric, creating a symmetrical and orderly design.",False,no_class,jlamprang,jlamprang,0.9919488430023193
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong26.jpg,"The background color of the fabric appears to be white, with the motifs primarily in shades of dark brown or black. The main motifs include stylized dragon-like figures with intricate scales and flowing forms, along with small, delicate floral patterns that resemble lotus blossoms. These flowers have five petals each, arranged symmetrically around a central point. The 'isen-isen' elements consist of fine, dotted lines and smaller floral motifs interspersed throughout the design, creating a sense of depth and texture. The layout of the pattern is predominantly diagonal, with the dragon's body curving gracefully across the fabric, while the floral motifs scatter more randomly but still follow a loosely defined grid-like structure.","the batik features a dragon motif with intricate scales and flowing lines forming its body. the background is white, while the dragon itself is depicted in dark brown. small flower-like patterns fill the spaces between the dragon's scales and around it, adding texture and detail. these flowers have five petals each, arranged symmetrically along the edges where they meet other elements of the design. the overall pattern appears to be laid out in a somewhat random yet harmonious manner across the fabric surface, creating a balanced composition that emphasizes the fluidity of the dragon's form against the static backdrop of the flowers.",False,no_class,liong,liong,0.9949755668640137
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan60.jpg,"The background of the batik fabric is dark green. The motifs include vibrant pink irises with blue centers, light purple hydrangeas, small white daisies, and delicate peach-colored leaves. The 'isen-isen' consists of small white dots and thin lines that fill the spaces between the larger motifs. The layout features a diagonal arrangement where the flowers and leaves overlap in a dynamic pattern across the fabric.","the batik features a variety of floral motifs including irises in shades of blue and pink, hydrangeas in light purple, and smaller flowers such as daisies in white and yellow. the background is predominantly black with some areas transitioning to dark brown. the motifs are intricately detailed with fine lines and small dots ('isen-isen') that fill the spaces between them, creating a dense yet harmonious pattern. the layout appears somewhat random but maintains a sense of balance across the fabric's surface.",False,no_class,buketan,buketan,0.9905076026916504
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 28 Batik Kantil (Cendrawasih).jpg,"The Cendrawasih is a beautiful representation of Malang batik, featuring a non-geometric pattern. Visually, the design is dominated by a combination of brown and blue colors, which intricately form the motifs of lotus, kantil and cendrawasih bird. This piece is crafted on Primisima cloth using synthetic dyes through hand-drawn (tulis) techniques. Philosophically, this artwork is this batik motif is inspired by the elegance of birds of paradise found on the internet, combined with the alluring beauty of flowers. this combination creates a harmonious design that reflects the natural beauty, exoticism and luxury of indonesian culture.","the batik features a complex pattern with various motifs including birds in flight and stylized flowers. the background is predominantly dark brown with lighter shades of orange and red used for accents. the motifs themselves include light blue and white elements that stand out against the darker backdrop. the birds have elongated bodies and flowing tails, while the flowers feature intricate petal patterns. the 'isen-isen' consists of small dots and lines, adding texture and depth to the design. the overall layout appears somewhat random but maintains a sense of balance through the distribution of these elements across the fabric.",False,no_class,Malang,lamongan,0.48235800862312317
