image_path,ground_truth_class,predicted_class,classification_confidence,prediction,reference,philosophy_core,used_prompt_mode
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun19.jpg,wahyu_tumurun,wahyu_tumurun,0.9718989133834839,"The batik fabric features the wahyu_tumurun motif, characterized by a cream-colored background and dark brown, black, and light blue motifs. The dominant motifs include stylized leaves, flowers, and abstract ornaments, which are intricately intertwined into swirling patterns. Small dots and short lines act as isen-isen elements, adding texture and detail throughout the design. These motifs repeat consistently across the fabric, arranged in a symmetrical pattern with balanced spacing between them. The overall layout follows a structured grid-like arrangement, ensuring uniformity and harmony within the composition.

nan","The batik fabric features the wahyu_tumurun motif, characterized by a cream-colored background and brown, black, and blue motifs. The dominant motifs include stylized leaves, flowers, and swirling vines, which are intricately intertwined throughout the fabric. Small dots and short lines, known as isen-isen, are interspersed among the larger motifs, adding texture and detail. These elements repeat consistently across the fabric, creating a harmonious pattern. The motifs are arranged symmetrically, with some elements oriented vertically while others curve horizontally, contributing to a balanced and visually appealing design.

In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak32.jpg,dayak,dayak,0.9895519614219666,"The batik fabric features the Dayak motif, characterized by a black background and vibrant red, yellow, blue, white, and beige motifs. The dominant motifs appear to be stylized octopus-like figures with intricate swirling tentacles. These motifs are interspersed with small circular patterns resembling eyes or beads, adding texture to the design. The motifs repeat consistently across the fabric, arranged in a grid-like pattern with some variation in spacing and orientation. The overall layout suggests a symmetrical arrangement, though individual motifs may vary slightly in their placement within each cell of the grid.

Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","The batik fabric features the Dayak motif, characterized by a black background and vibrant red, blue, yellow, and beige motifs. The dominant motifs appear to be stylized floral elements with intricate swirling patterns, reminiscent of octopus tentacles or abstract leaves. These motifs are interspersed with small white dots and short lines, which act as isen-isen elements, adding texture and detail to the design. The motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical and balanced layout. Each motif is oriented in various directions, contributing to the dynamic and lively appearance of the overall design.

In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo78.jpg,sidomulyo,sidomulyo,0.9849610328674316,"The batik fabric features the sidomulyo motif, characterized by a yellow background and brown motifs. The dominant motifs include stylized leaves, flowers, and geometric shapes such as diamonds and ovals. These motifs are intricately arranged in a repeating pattern across the fabric, creating a symmetrical design. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs. The overall layout follows a grid-like structure, ensuring uniformity and balance throughout the piece.

Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","The batik fabric features the sidomulyo motif, characterized by a yellow background and brown motifs. The dominant motifs include stylized leaves, flowers, and paisley-like shapes, arranged symmetrically within diamond-shaped frames. Small dots and short lines act as isen-isen elements, filling the spaces between larger motifs. These elements repeat consistently throughout the design, creating a balanced and intricate pattern. The motifs are oriented in various directions but maintain a harmonious alignment, contributing to the overall symmetry of the piece.

The philosophical meaning of the Sidomulyo motif reflects glory, enduring honour, and the pursuit of a dignified life.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti121.jpg,sidomukti,sidomukti,0.975681483745575,"The batik fabric features the sidomukti motif, characterized by a brown background and black motifs. The dominant motifs include stylized leaves and flowers arranged in a repeating pattern. These motifs are interspersed with small dots and short lines, creating a dense yet balanced design. The motifs appear to be oriented randomly but maintain a sense of rhythm through their placement. The overall layout shows a mix of vertical and horizontal arrangements, contributing to the intricate and symmetrical appearance typical of the sidomukti motif.

Traditionally, the Sidomukti motif symbolizes enduring happiness, fulfilment, and spiritual wholeness.","The batik fabric features the sidomukti motif, characterized by a brown background and black motifs. The dominant motifs include small, intricate floral elements and abstract ornaments, which are scattered throughout the fabric. These motifs are interspersed with small white dots, known as isen-isen, adding texture and detail to the design. The motifs repeat consistently across the fabric, creating a symmetrical pattern. The overall layout is structured yet fluid, allowing for a dynamic interplay between the various elements.

Traditionally, the Sidomukti motif symbolizes enduring happiness, fulfilment, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun106.jpg,wahyu_tumurun,wahyu_tumurun,0.9874042272567749,"The batik fabric features the wahyu_tumurun motif, characterized by a white background and dark brown motifs. The dominant motifs include stylized leaves, flowers, and abstract geometric forms resembling birds or insects. These motifs are intricately intertwined within swirling vines and branches, creating a complex network of interconnected patterns. Small dots and short lines act as isen-isen elements, adding texture and detail to the design. The motifs repeat consistently throughout the fabric, arranged symmetrically around central nodes where larger motifs intersect, forming a balanced and harmonious layout.

nan","The batik fabric features the wahyu_tumurun motif, characterized by a white background and brown motifs. The dominant motifs include stylized birds with outstretched wings, geometric diamond shapes, and swirling vine-like patterns. The birds have intricate detailing within their bodies, while the diamond shapes feature small dots and short lines filling them. These elements are arranged symmetrically across the fabric, creating a balanced and repetitive pattern. The vines intertwine between the other motifs, adding complexity and depth to the overall design.

In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton150.jpg,srikaton,srikaton,0.9565157890319824,"The batik fabric features the srikaton motif, characterized by a dark blue background and gold motifs. The dominant motifs include stylized leaves and floral elements, arranged symmetrically across the fabric. These motifs repeat consistently throughout the design, creating a harmonious pattern. Small dots and short lines act as isen-isen elements, adding texture and detail between larger motifs. The overall layout follows a grid-like structure, ensuring uniformity and balance within each section of the batik.

Traditionally, the Srikaton motif symbolizes divine radiance, natural abundance, and resilient grace.","The batik fabric features the srikaton motif, characterized by a dark blue background and vibrant orange motifs. The dominant motifs include stylized leaves and flowers, each intricately detailed with small dots and short lines within their structures. These motifs are arranged symmetrically across the fabric, creating a balanced pattern where they repeat in a grid-like fashion. The orientation of the motifs varies slightly but generally follows a horizontal alignment, enhancing the overall harmony of the design.

The philosophical meaning of the Srikaton motif reflects divine radiance, natural abundance, and resilience.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak98.jpg,dayak,dayak,0.9641568660736084,"The batik fabric features the Dayak motif, characterized by a beige background and dark brown motifs. The dominant motifs include stylized leaves and geometric patterns, arranged symmetrically around central diamond-shaped designs. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs. The motifs repeat consistently throughout the fabric, creating a balanced and intricate pattern.

Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","The batik fabric features the Dayak motif, characterized by a beige background and dark brown motifs. The dominant motifs include stylized leaves and floral elements, arranged symmetrically around central diamond-shaped patterns. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs. These elements repeat consistently throughout the design, creating a balanced and intricate pattern.

The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang54.jpg,parang,parang,0.9924890995025635,"The batik fabric features the parang motif, characterized by a brown background and white motifs. The dominant motifs consist of elongated, teardrop-shaped forms arranged in parallel rows. These shapes have pointed tips at both ends, creating a symmetrical pattern. Small dots and short lines, known as isen-isen, are interspersed between the larger motifs, adding texture and detail to the design. The motifs repeat consistently across the fabric, maintaining uniform spacing and alignment throughout the entire piece.

Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","The batik fabric features the parang motif, characterized by a brown background and white motifs. The dominant motifs consist of elongated, teardrop-shaped forms with pointed tips at one end, resembling stylized leaves or petals. These shapes are arranged in a repeating pattern across the fabric, creating a sense of rhythm and flow. The motifs are spaced evenly apart, allowing for clear visibility of each individual form. The orientation of the motifs varies slightly but generally follows a horizontal alignment within rows, contributing to the overall balanced appearance. There are no visible isen-isen elements such as small dots or short lines in the provided image.

The philosophical meaning of the Parang motif reflects inner strength, persistence, and lifelong growth.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang24.jpg,jlamprang,sekarjagad,0.3486400842666626,"The batik fabric features the sekarjagad motif, characterized by a white background and multicolored motifs. The dominant motifs include stylized leaves and flowers arranged in a repeating pattern. These motifs are composed of intricate curves and geometric shapes, creating a harmonious balance between organic and structured designs. Small dots and short lines act as isen-isens, adding texture and detail to the overall design. The motifs are evenly spaced and repeated throughout the fabric, maintaining a symmetrical arrangement that enhances the visual appeal of the piece.

Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","The batik fabric features the jlamprang motif, characterized by a light beige background and vibrant red, green, blue, and purple motifs. The dominant motifs include stylized floral elements with intricate petal patterns and swirling curves. Small dots and short lines act as isen-isen elements, adding texture and detail between the larger motifs. These motifs are arranged in a repeating pattern across the fabric, creating a symmetrical design with each section mirroring the next. The overall layout follows a grid-like structure, ensuring uniformity and balance throughout the piece.

Traditionally, the Jlamprang motif symbolizes cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung79.jpg,mega_mendung,mega_mendung,0.980548620223999,"The batik fabric features the mega_mendung motif, characterized by a white background and green and blue motifs. The dominant motifs consist of swirling, flame-like shapes with pointed tips, arranged in a repetitive pattern across the fabric. These motifs are interspersed with smaller, less prominent shapes that appear to be part of the overall design but do not form distinct patterns themselves. The motifs are evenly spaced and oriented consistently throughout the fabric, creating a symmetrical and balanced layout.

nan","The batik fabric features the mega_mendung motif, characterized by a white background and green and turquoise motifs. The dominant motifs consist of swirling, flame-like shapes with pointed tips, arranged in a repetitive pattern across the fabric. These motifs are interspersed with smaller, less prominent green and turquoise elements that form part of the overall design but do not stand out as prominently as the main motifs. The motifs are oriented in various directions, creating a dynamic and flowing appearance. There are no visible isen-isen elements such as small dots or short lines within the image. The layout appears symmetrical along vertical axes, suggesting a balanced and structured composition typical of the mega_mendung motif.

In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection",hard
